,user.id,create_at,text,Movie
404736,1240322582,5/20/19,John Wick 3 was absolutely amazing. Please go watch it. Especially if youve seen the first two. It did not disappoint,John Wick: Chapter 3 - Parabellum (2019)
97553,1583626490,11/22/19,All I want is to talk about is the Show Yourself sequence from #Frozen2 for the next week because Elsa is THAT bitch and the proof is in that song and I just want to show you guys the receipts so PLEASE GO SEE IT =�,Frozen 2 (2019)
91256,428600167,11/22/19,@ClassicCory @DisneyFrozen Secret tunnels,Frozen 2 (2019)
88954,137516812,11/24/19,@byrdinflight @rob_blog @chicagotheband Nah Im waiting for Frozen 2 to come to Broadway. You havent experienced Kristoff until youve seen the animatronic puppet.,Frozen 2 (2019)
82638,9.45E+17,11/22/19,Pens� que estaban haciendo un cosplay de frozen.,Frozen 2 (2019)
83265,295508696,11/27/19,"Elsas High Pony can Ariana Grandes High Pony but Ariana could never Elsa High Pony! 
#ISaidWhatISaid #FrozenII",Frozen 2 (2019)
86961,333101387,11/22/19,"Got a free screen protector yesterday, free breakfast this morning, tamales at work, got off early, about to get a fade, and going to watch Frozen2 tonight, can it get any better? =",Frozen 2 (2019)
96882,1.01E+18,11/28/19,"6 years ago, I saw Frozen in 3D and today, Im going to see Frozen 2! WILD!=",Frozen 2 (2019)
89112,3064609414,11/24/19,@OriginalFunko @Target #FunkoPop #Frozen2,Frozen 2 (2019)
98061,8.15E+17,11/27/19,"Really @McDonalds ?! 
My 3yr old is SO upset that we have scanned 4 of these Frozen II tix and each time it has said Keep trying, you could win next time. And she doesnt understand why she hasnt won yet bc when she scanned her Lion King tix she won every time!! 
#Why #ItsKids https://t.co/ukV19VhGDU",Frozen 2 (2019)
88342,8.67E+17,11/23/19,"@shoegazegf I was about to tweet that I wanna watch Frozen again and how trash it felt watching a Disney movie without you in theater = but anyways, YES. The most boring anime lol",Frozen 2 (2019)
92529,3304111758,11/26/19,"Tryna go grab some frozen yogurt, anyone wanna go on a lil date... as friends",Frozen 2 (2019)
96393,43820273,11/26/19,"Ugh I feel like such a loser. At the grocery store getting frozen single ppl food for the thanksgiving holiday! It sucks when u have no family, no kids or a significant other to spend holidays with. I always get into my feelings around the holidays #lonely #losangeles",Frozen 2 (2019)
83434,608697860,11/23/19,"Came to watch frozen 2 with the fam and majority of them dont understand English and they go  the movie was sick, didnt understand shit but the visuals were nice Im dead",Frozen 2 (2019)
96918,587852930,11/22/19,Totally taking my (almost) three year old little girl to #Frozen2 this Saturday - we will either A. Make it through the movie with smooth sailing or B. Get ran out by the mob = #isshethekid #oramithekid,Frozen 2 (2019)
97776,79809999,11/27/19,The music in #Frozen2 doesnt disappoint =O<�,Frozen 2 (2019)
86221,42478884,11/27/19,Jason and Alex did treat me to lunch today I had a chicken burrito and a manga grande frozen margarita it was awesome,Frozen 2 (2019)
99287,1.17E+18,11/27/19,@Silentwoo @MKatnip2 @MimiGrams62 @DownDog10 @lizcabrera55 @EcomemoryGreen @pumpernicklebe1 @MrEveryMan44 @ec_kag @9mmcassy @Orcusa1 @tracied51 @HottieBot @RegisteredText @KAGGirl1 @InBlondWeTrust @tweekerhateme @gooner1jdc @CaliNeedsHelp @FrozenFlash99 Gotcha again woo woo,Frozen 2 (2019)
94494,1.16E+18,11/24/19,@FrozenPoptartz @bestboyhalo @NUMPTYMUFFlN FINALLY COMMON SENSE (but its mostly blue),Frozen 2 (2019)
98501,548852898,11/28/19,The parents from the Frozen backstory are Hall of Fame bad parents,Frozen 2 (2019)
83498,1.10E+18,11/26/19,"@DisneyFrozen 2, featuring Elsas improved dressmaking alchemy, the solo Frozen 1 owed Jonathan Groff, Annas VERY impressive long jump skills, and one reindeer for every mall Santa in America.",Frozen 2 (2019)
89965,1.19E+18,11/26/19,"The movies out that I want to see: The Parasite, Knives Out, Pain & Glory 

The movie out Im going to see: Frozen II",Frozen 2 (2019)
97381,369769679,11/25/19,"@Kohls Getting ready by putting up our Olaf inflatable!
#DisneyFrozen2atKohls 
#Sweepstakes 
*",Frozen 2 (2019)
96171,23894101,11/23/19,Frozen 2 v good,Frozen 2 (2019)
97674,985389944,11/23/19,Frozen with my girls. #LetItGo https://t.co/ysvF5DPTIJ,Frozen 2 (2019)
96629,14702929,11/22/19,"Frozen is my favorite Disney animated film, and I adore it due to its simplicity, as it reminded me of Sleeping Beauty, Aristocats and others. Its maybe odd that I would love Frozen over a half century of other works, but Frozen is that good.",Frozen 2 (2019)
95536,458597011,11/24/19,"@jwebrut Thats what 3 weeks of winning does to a Browns flag! Mine has been beaten by the sun, rained on, frozen.. what an incredible turn of events",Frozen 2 (2019)
84805,1.12E+18,11/24/19,Literally the best character in Frozen 2 (he/she deserves a Grammy) https://t.co/N3M1nBpBd0,Frozen 2 (2019)
97913,357229077,11/25/19,Me singing the new @DisneyFrozen music all day. https://t.co/hKdK5wKjx8,Frozen 2 (2019)
98956,990655004,11/22/19,".ccccc
.ccccc
#MiGente Esto Es Lo Que Hayccccc
.ccccc
�Nuevo! � de shiseido para #Holidays2019.

Disponible � <p<w<~<�<p en l�nea en shiseido.

Ha aparecido otra colaboraci�n disneyfrozen, esta vez de shiseido y sus& https://t.co/V6qRTg2yUz",Frozen 2 (2019)
86235,9.16E+17,11/28/19,"@ToriRichellee This is just the bottom base.
Water for the ice is being poured and frozen as we Tweet.",Frozen 2 (2019)
98308,36248379,11/24/19,"Emily loved the drafthouse disneyfrozen milkshake. Oh, so its a creamsicle shake. Emily - Yeah but with MAGIC. It says right there its made with MAGIC! #frozen alamodenver @ Alamo Drafthouse Westminster https://t.co/4XFBAcfVR0",Frozen 2 (2019)
86971,43214609,11/23/19,I want a frozen margarita someone come with me =),Frozen 2 (2019)
95843,852861332,11/22/19,Nothing says literacy like a frozen turkey bowl! ># Read and Feed 2019 @SJHCats #LEADandLEARN #SJHCats https://t.co/wtY614u4ME,Frozen 2 (2019)
89084,103914790,11/23/19,"Advertised Showtime for Frozen II: 1:50 pm. Actual movie start time: 2:18 pm. Absolutely ridiculous, @RegalMovies.",Frozen 2 (2019)
82926,16085882,11/25/19,Time to go Into the Unkown again #Frozen2 #Anna #Olaf #Sven #Kristoff,Frozen 2 (2019)
85520,1.14E+18,11/25/19,"Now Available at https://t.co/27QOPKJRvz or slide in them DM's
#disney #disneyland #frozen #elsa #disneygram #disneyworld #anna #disneyparks #instadisney #WaltDisneyWorld #disneyside #wdw #disneyprincess #olaf #disneylove #disneymagic #disneyphoto #queenelsa #disneylife # https://t.co/SJi6FcEFr2",Frozen 2 (2019)
82742,1.14E+18,11/23/19,I wanna go watch Frozen 2>z,Frozen 2 (2019)
97801,23117151,11/27/19,Frozen 2 songs are better than Frozen songs,Frozen 2 (2019)
95469,4271029394,11/26/19,I kno she not playin cause she truly frozen n scared=)>z>z>z Ive felt this before n this not fuckin it =),Frozen 2 (2019)
83369,20220936,11/22/19,"#Frozen2 is out in theaters today. Though its predecessor is better, there is still a strong character dynamic and a constant theme of female empowerment. And the animation and visual effects are beautifully vivacious. The music isnt half bad either.
https://t.co/J2DtYnPhrt",Frozen 2 (2019)
99007,3120390088,11/22/19,EMS students about to get a preview of Frozen Jr. @ USD 490 Performing Arts Center https://t.co/9qDlS4jNJE,Frozen 2 (2019)
84113,805114824,11/27/19,Im really upset this wasnt in the movie this is GOLDDD @KristenBell @LeaMicheal #Frozen2 https://t.co/W2C1xydy6s,Frozen 2 (2019)
97084,50992190,11/24/19,DFROZEN 2D=� @ Regal Cinemas Seymour 8 https://t.co/i0hJYP3luG,Frozen 2 (2019)
88226,25318551,11/22/19,Limited time! Our Cranberry Sauce flavor is here until Tuesday. Gobble gobble. #cranberrysauce #theberryline #berryline #cambma #frozenyogurt @ BerryLine https://t.co/dB7iH53sha,Frozen 2 (2019)
92753,417475364,11/26/19,@jessicaraia97 Im watching frozen this weekend >>,Frozen 2 (2019)
82484,1.12E+18,11/22/19,Thank you! @gofooji #DisneyFrozen2atKohls https://t.co/35KFjlt4bg,Frozen 2 (2019)
84926,196425345,11/23/19,Took the Little to see #Frozen2 last night (her first movie theatre experience) and she LOVED it! So did I. Great job @Disney. Thank you @idinamenzel & @KristenBell for showing my little girl what strong girls with ambition and self-belief look like(D https://t.co/a1ooiFk6aK,Frozen 2 (2019)
97110,8.88E+17,11/24/19,"shes always like. ""no I'm fine it's okay"" but I KNOW. I know smths up. but anyways yall get the gist. so don't judge us if we watch frozen and frozen 2 a million times. ITS US BABEYYY.",Frozen 2 (2019)
83933,545654863,11/26/19,What a weekend! Congrats to @DisneyAnimation and @DisneyFrozen team for the huge opener! Cant wait to see whats in store for the weeks ahead.<*=%=�� Lets go melt some hearts!D #Frozen2 #BoxOffice https://t.co/1034DoDE2v,Frozen 2 (2019)
96673,16331842,11/22/19,"Just wrapped @DisneyFrozen , and all I can say is @Disney outdid themselves! Rich with symbolism and wonderful messages for humankind! Bravo! https://t.co/cCwOCHTki1",Frozen 2 (2019)
91580,2440118329,11/23/19,The Frozen soundtrack go hard,Frozen 2 (2019)
98530,2176665733,11/22/19,"One of my main focuses on #Frozen2 (along with @JustinSklar) was to help bring attention to the physicality and thought process of singing performances. In F2, the @DisneyAnimators did incredible work. Seriously. The nuance of observation will be studied for years. Im so proud!",Frozen 2 (2019)
83012,347663007,11/23/19,Just posted a photo @ National Frozen Foods Corporation https://t.co/F7C2BdLkZh,Frozen 2 (2019)
82442,49446365,11/22/19,#Frozen2 WOW just WOW 10/10,Frozen 2 (2019)
84792,20088622,11/23/19,"FROZEN 2 tonight =
",Frozen 2 (2019)
96467,2358746208,11/24/19,frozen 2 made me cry so much lol,Frozen 2 (2019)
85918,430461446,11/22/19,"@soundbitelife @OurStreetsMpls I much prefer straight below freezing! My lock must have gotten inundated on the ride in, as it was frozen solid when I tried to leave. 

Metro Transit it is for getting home tonight, then de-icer + crossed fingers tomorrow!",Frozen 2 (2019)
97488,204999594,11/28/19,#FrozenII #movies #besties #friends #wednesdaynight @bucees #onesies https://t.co/KXSSBxRxVX,Frozen 2 (2019)
84223,103163804,11/23/19,"I enjoyed Frozen 2 quite a bit. Its not on the same level as the first film (especially the songs), but I thought it was a worthy sequel. The animation is stunning and it was great to spend more time with these characters.",Frozen 2 (2019)
99062,247615023,11/23/19,"#Frozen2 was a worthy successor to the first movie. Visuals & music was on point! B! @ AMC River East , Chicago https://t.co/FHP3kT8Rbp",Frozen 2 (2019)
96762,886592005,11/25/19,I was today years old when I realized Anna from Frozen and Eleanor from The Good Place are both Kristen Bell I,Frozen 2 (2019)
83025,15289724,11/23/19,While we wait for the #Frozen2 event at @BNUnionSquareNY https://t.co/xsYQoQjNHY,Frozen 2 (2019)
87817,8.05E+17,11/28/19,@WSJ Wrong about Frozen 2. Set a new record. WSJ needed a teen to write a prediction,Frozen 2 (2019)
95324,166265946,11/24/19,"Omg this is the cutest thing ever! @joshgad @idinamenzel @KristenBell @DisneyFrozen - #Frozen2
https://t.co/NGcCfoaEDd",Frozen 2 (2019)
88196,9.15E+17,11/22/19,I asked my brothers if they wanted to go watch Frozen 2 with me and they shut me down. They're not kids anymore lol I'm sad.,Frozen 2 (2019)
92001,51159121,11/22/19,https://t.co/7l6L6Dg9Sg #SoundCloud #YouTube #NewMusic #marrero #Louisiana #westbank SINCE WHEN DID REAL NIGGAS COME SECOND... them other muthafuckas just talking #FridayFeeling #FridayMotivation #Frozen2 #Cybertruck #FridayVibes #AskMeek #BlackFriday #comment #CommentBelow https://t.co/or9kbRPEhW,Frozen 2 (2019)
89969,3096915588,11/27/19,"=�Starting Friday, Nov. 29th - - - Get Ready!=B
Frozen is the No. 1 animated film of all time, and its sequel promises to be even more epic than the original. Inspired by the adventurous spirit of Frozen 2, our newest& https://t.co/ttJlg7U7oj",Frozen 2 (2019)
82498,34205900,11/22/19,Movie time!! Not sure but I may be a@tad more excited for this movie then them! #frozen2 #letitgo #KidAtHeart #ILoveDisney lillian_of_hawaii @ Patriot Place https://t.co/7efwvsXm3g,Frozen 2 (2019)
98862,22185340,11/27/19,The fact that the version of Lost In The Woods during the credits of Frozen 2 **isnt** sung by Peter Cetera is a huge-ass miss by Disney.,Frozen 2 (2019)
86780,2565617503,11/22/19,"Just because the High is 76 degrees doesnt mean you have to give up on your dreams of a chilly November! Were serving up Frozen Titos Strawberries and Frozen French 75s to keep ya cool >)
#casualdining #remouladenola #noladrinks #wherenoladrinks #drinknola #cocktail #frozen https://t.co/832WLApgJN",Frozen 2 (2019)
82496,264996777,11/22/19,Frozen 2 - Drinking a Misty Mountain IPA by @backeastbrewery @ Picture Show at Berlin  https://t.co/BAjnBScx5q,Frozen 2 (2019)
95675,1.11E+18,11/27/19,@_numberthreeRB U watched frozen 2 lol,Frozen 2 (2019)
97507,1.16E+18,11/28/19,"14 People Im Thankful For

@elianathebug 
@FrozenPoptartz 
@tacoskep 
@30plants 
@Ringcat_14
@29planets 
@StaticTV8 
@technowoblade 
@The_Hero9000 
@SaltyyChocolate 
@Josus1414 
@cherrymintxx 
@PingspoofLiyah 
@alidanerd 

#14PeopleImThankfulFor

love you all d=�=�",Frozen 2 (2019)
82896,175441198,11/24/19,Little man got to meet his first crush.>p<�>v #Anna #Frozen @ Disneyland https://t.co/zTgITbjZoe,Frozen 2 (2019)
89244,24715877,11/25/19,Vi dois filmes incr�veis neste fim de semana: #Frozen2 e #Parasite,Frozen 2 (2019)
97736,439741511,11/26/19,Let me tell you frozen 2 hits different I have been on this path with Elsa and its emotional.,Frozen 2 (2019)
98932,415111292,11/28/19,@aeSOD23 Whose frozen ass hand is next to you=,Frozen 2 (2019)
96600,6690332,11/22/19,"I give #FrozenII DDD/4

A little predictable, but overall funny and enjoyable.

Definitely a lot of adults in the theater!",Frozen 2 (2019)
93040,268134383,11/28/19,"I found a few rascals at the Festival of Trees!! Which one makes you feel like it's almost Christmas?!?! #xmas #frozen #Frozen2 #olaffrozen #grinch #cute #vote @ Festival of Trees, Saskatoon https://t.co/gTnKQiYg6h",Frozen 2 (2019)
87637,301188231,11/25/19,Meet & Greet with Ice Princess =Q & Snow D @YuKidsChicago @HawthornMall #yukids #shophawthornmall #vernonhills #frozen #frozen2 #snow #ana #elsa #event #kids #kidsofinstagram #meetandgreet #kidsevent #happybirthday& https://t.co/puI6F27VoE,Frozen 2 (2019)
97059,1326118664,11/23/19,frozen 2 was relatable as fUCK and hit a lil TOO hard =->z,Frozen 2 (2019)
91990,3153184405,11/22/19,Gonna see #Frozen2 between Disneyland rides tomorrow.....thank goodness the Anaheim GardenWalk has theatres playing the film :),Frozen 2 (2019)
98906,1.12E+18,11/28/19,literally when did Frozen 2 come out.....,Frozen 2 (2019)
87450,130277236,11/23/19,"oferecimento: frozen 2 <, @ Top Of The Kensico Dam https://t.co/9gn7n96L7Q",Frozen 2 (2019)
96572,556500765,11/28/19,the obscene amount of dopamine that rushes into my brain when I hear into the unknown should legally classify it as a drug #Frozen2,Frozen 2 (2019)
88247,2897111172,11/27/19,okay so whos gonna go watch frozen 2 w/ me,Frozen 2 (2019)
91926,1.09E+18,12/9/19,"people who hate on marriage story are the epitome of im different, i dont like mainstream things because im sMART AND DIFFERENT",Marriage Story (2019)
93786,22842532,12/7/19,thank u to everyone posting about Marriage Story & allowing me to see that I do not have the emotional capacity to watch that film!!!!,Marriage Story (2019)
92417,14067200,12/10/19,"I watched #MarriageStory last night on Netflix and Im still thinking about it. Which I guess is good. The performances are raw, you feel the emotions pour off the screen and yet the middle section of this film with the lawyers practically destroyed my soul. https://t.co/9XJoMNs2eQ",Marriage Story (2019)
